net,length_um
_3796_,6.72
rf.registers\[5\]\[6\],6.72
_0043_,6.705
_0098_,6.705
_0159_,6.705
_0309_,6.705
_0519_,6.705
_0907_,6.705
_0673_,6.685
_0785_,6.685
_3000_,6.66
_3202_,6.66
_1277_,6.64
_2219_,6.64
_2587_,6.64
_2645_,6.64
_2662_,6.64
_2694_,6.64
_2771_,6.64
_2815_,6.64
_2893_,6.64
_3239_,6.64
_3383_,6.64
_3460_,6.64
_3629_,6.64
_3665_,6.64
_3755_,6.64
_3759_,6.64
_3767_,6.64
_0665_,6.625
_3263_,6.62
_1294_,6.6
_2252_,6.6
_2375_,6.6
_2641_,6.6
_2643_,6.6
_2664_,6.6
_2792_,6.6
_2793_,6.6
_3181_,6.6
_3220_,6.6
_3542_,6.6
_3734_,6.6
_2288_,6.58
_0118_,6.54
_1577_,6.54
_0180_,6.525
_1116_,6.5
_2418_,6.495
rf.registers\[25\]\[8\],6.48
_0649_,6.465
_1393_,6.46
_3215_,6.46
wd3[23],6.45
_1382_,6.44
_2142_,6.44
a1[1],6.43
_0293_,6.425
_0323_,6.425
_0398_,6.425
_0790_,6.42
_0359_,6.4
_3461_,6.4
rf.registers\[29\]\[2\],6.4
_1220_,6.38
_1883_,6.38
_2006_,6.38
_0045_,6.365
_0078_,6.365
_0138_,6.365
_0141_,6.365
_0156_,6.365
_0162_,6.365
_0203_,6.365
_0266_,6.365
_0274_,6.365
_0290_,6.365
_0387_,6.365
_0470_,6.365
_0487_,6.365
_0497_,6.365
_0513_,6.365
_0666_,6.365
_0691_,6.365
_0733_,6.365
_0769_,6.365
_0775_,6.365
_0793_,6.365
_0806_,6.365
_0826_,6.365
_0850_,6.365
_0862_,6.365
_0897_,6.365
_0899_,6.365
_0903_,6.365
_0916_,6.365
_0935_,6.365
_0952_,6.365
_0995_,6.365
_1224_,6.36
_0603_,6.345
_1595_,6.32
a1[3],6.31
we3,6.31
_0540_,6.305
_1091_,6.3
_1359_,6.3
_1396_,6.3
_1423_,6.3
_1910_,6.3
_1997_,6.3
_2714_,6.3
_2744_,6.3
_2758_,6.3
_2855_,6.3
_2918_,6.3
_3008_,6.3
_3010_,6.3
_3054_,6.3
_3205_,6.3
_3207_,6.3
_3237_,6.3
_3281_,6.3
_3320_,6.3
_3332_,6.3
_3334_,6.3
_3349_,6.3
_3382_,6.3
_3410_,6.3
_3514_,6.3
_3516_,6.3
_3517_,6.3
_3621_,6.3
_3725_,6.3
_3799_,6.3
_0087_,6.28
_2217_,6.28
_2220_,6.28
_2401_,6.28
_1457_,6.26
_2134_,6.26
_2585_,6.26
_2629_,6.26
_2949_,6.26
_3043_,6.26
_3198_,6.26
_3250_,6.26
_3265_,6.26
_3268_,6.26
_3326_,6.26
_3389_,6.26
_3398_,6.26
a1[0],6.26
_0756_,6.225
_0832_,6.225
_0177_,6.185
_0223_,6.185
_2598_,6.18
_2772_,6.18
_2968_,6.18
_2986_,6.18
_3070_,6.18
_3132_,6.18
_3195_,6.18
_3251_,6.18
_3300_,6.18
_3317_,6.18
_3369_,6.18
_3375_,6.18
_3415_,6.18
_3490_,6.18
_3625_,6.18
_3671_,6.18
_3674_,6.18
_0161_,6.175
_0837_,6.175
_0216_,6.16
_0093_,6.155
_0099_,6.155
_1238_,6.14
_1256_,6.14
_1289_,6.14
_1564_,6.14
_1573_,6.14
_1762_,6.14
_2339_,6.14
_2458_,6.14
_2774_,6.14
_2794_,6.14
_2919_,6.14
_2954_,6.14
_3066_,6.14
_3214_,6.14
_3253_,6.14
_3358_,6.14
_3525_,6.14
_3541_,6.14
_3543_,6.14
_3617_,6.14
_3714_,6.14
_3735_,6.14
_2978_,6.12
_3612_,6.12
_0969_,6.085
_0307_,6.08
_0264_,6.065
_0282_,6.065
_2802_,6.06
_3039_,6.06
_3242_,6.06
_3422_,6.06
_3669_,6.06
_3758_,6.06
_1149_,6.04
_1182_,6.04
_1704_,6.04
_0507_,6.035
_0137_,6.015
_0351_,6.005
_0561_,6.005
_2129_,5.98
_0626_,5.965
_0288_,5.96
_2232_,5.92
a3[0],5.92
_0356_,5.905
_0255_,5.865
_0715_,5.865
_1969_,5.86
_2315_,5.86
_0530_,5.845
_1129_,5.84
_1242_,5.84
_1475_,5.84
_2214_,5.84
_2241_,5.84
_2326_,5.84
_2349_,5.84
_2577_,5.84
_2604_,5.84
_2832_,5.84
_2852_,5.84
_2861_,5.84
_2938_,5.84
_3058_,5.84
_3074_,5.84
_3076_,5.84
_3154_,5.84
_3161_,5.84
_3184_,5.84
_3323_,5.84
_3455_,5.84
_3562_,5.84
_3694_,5.84
_3762_,5.84
_3781_,5.84
_3787_,5.84
_3811_,5.84
_2040_,5.82
_3576_,5.82
_0325_,5.805
_0801_,5.805
_1186_,5.8
_2025_,5.8
_2273_,5.8
_2785_,5.8
_2810_,5.8
_2880_,5.8
_2889_,5.8
_2894_,5.8
_2921_,5.8
_3098_,5.8
_3104_,5.8
_3613_,5.8
_3654_,5.8
_3663_,5.8
a1[4],5.8
opcode[1],5.8
_0004_,5.765
_0058_,5.765
_0475_,5.765
_0777_,5.765
_2723_,5.74
_2857_,5.74
_3520_,5.74
_0445_,5.725
_1405_,5.72
_1517_,5.72
_2263_,5.72
_2557_,5.72
_2581_,5.72
_2787_,5.72
_2853_,5.72
_3126_,5.72
_3200_,5.72
_3275_,5.72
_3278_,5.72
_3325_,5.72
_3348_,5.72
_3420_,5.72
_3454_,5.72
_3640_,5.72
_3801_,5.72
_2363_,5.7
_1163_,5.68
_1378_,5.68
_1471_,5.68
_2172_,5.68
_2386_,5.68
_2492_,5.68
_2508_,5.68
_2725_,5.68
_2727_,5.68
_2875_,5.68
_2885_,5.68
_3156_,5.68
_3218_,5.68
_3243_,5.68
_3256_,5.68
_3280_,5.68
_3293_,5.68
_3357_,5.68
_3466_,5.68
_3552_,5.68
_3615_,5.68
_3712_,5.68
_3724_,5.68
_3741_,5.68
_0373_,5.645
_0779_,5.645
_0770_,5.64
rd1[7],5.63
wd3[18],5.63
wd3[30],5.63
_0145_,5.625
_0227_,5.62
_0488_,5.62
_1254_,5.62
_2101_,5.6
_2249_,5.6
_2504_,5.6
_3006_,5.6
_3087_,5.6
_3088_,5.6
_3284_,5.6
_3311_,5.6
_3443_,5.6
_3743_,5.6
_0428_,5.58
_1523_,5.58
_0886_,5.555
_0270_,5.545
_0551_,5.545
_0884_,5.545
_1497_,5.52
_0065_,5.5
_0272_,5.5
_0856_,5.5
_1168_,5.5
_2439_,5.48
_0961_,5.465
a1[2],5.46
_0060_,5.435
_0070_,5.435
_0448_,5.435
_0334_,5.425
_1781_,5.4
_2344_,5.4
_2505_,5.4
_1703_,5.38
_2722_,5.38
_2754_,5.38
_2860_,5.38
_2933_,5.38
_2974_,5.38
_2980_,5.38
_3052_,5.38
_3068_,5.38
_3153_,5.38
_3165_,5.38
_3178_,5.38
_3270_,5.38
_3274_,5.38
_3337_,5.38
_3342_,5.38
_3370_,5.38
_3393_,5.38
_3434_,5.38
_3601_,5.38
_3622_,5.38
_3636_,5.38
_3745_,5.38
_3805_,5.38
_1158_,5.36
_0538_,5.355
_0033_,5.345
_0052_,5.345
_1205_,5.34
_1679_,5.34
_1819_,5.34
_1822_,5.34
_1994_,5.34
_2689_,5.34
_2698_,5.34
_2699_,5.34
_2730_,5.34
_2738_,5.34
_2797_,5.34
_2897_,5.34
_2965_,5.34
_3027_,5.34
_3231_,5.34
_3285_,5.34
_3312_,5.34
_3483_,5.34
_3502_,5.34
_3545_,5.34
_3570_,5.34
_3600_,5.34
_3731_,5.34
_3764_,5.34
_3780_,5.34
_1006_,5.325
_2932_,5.32
_0047_,5.315
_0205_,5.305
_0225_,5.305
_0352_,5.305
_0449_,5.305
_0953_,5.305
_0981_,5.305
_0986_,5.305
_1020_,5.305
_3672_,5.3
rd1[11],5.29
rd1[13],5.29
rd1[15],5.29
rd1[17],5.29
rd1[19],5.29
rd1[1],5.29
rd1[21],5.29
rd1[23],5.29
rd1[25],5.29
rd1[27],5.29
rd1[29],5.29
rd1[31],5.29
rd1[3],5.29
rd1[5],5.29
rd1[9],5.29
_1796_,5.28
_3309_,5.28
_0267_,5.265
_0376_,5.265
_0443_,5.265
_1007_,5.265
_2274_,5.26
_2613_,5.26
_2985_,5.26
_3147_,5.26
_3328_,5.26
_3488_,5.26
_3523_,5.26
_3708_,5.26
_3709_,5.26
_1553_,5.22
_1674_,5.22
_1838_,5.22
_1865_,5.22
_2117_,5.22
_2127_,5.22
_2235_,5.22
_2811_,5.22
_2820_,5.22
_2911_,5.22
_2912_,5.22
_3029_,5.22
_3031_,5.22
_3103_,5.22
_3108_,5.22
_3117_,5.22
_3289_,5.22
_3292_,5.22
_3336_,5.22
_3397_,5.22
_3399_,5.22
_3409_,5.22
_3429_,5.22
_3451_,5.22
_3473_,5.22
_3509_,5.22
_3553_,5.22
_3633_,5.22
_3687_,5.22
_3703_,5.22
_3705_,5.22
_3723_,5.22
_3769_,5.22
_3804_,5.22
_0339_,5.185
_0354_,5.185
_0433_,5.185
_0472_,5.185
_0494_,5.185
_0495_,5.185
_1004_,5.165
_0859_,5.16
_1380_,5.16
_2441_,5.16
_1086_,5.14
_1414_,5.14
_1772_,5.14
_2208_,5.14
_2210_,5.14
_2222_,5.14
_2498_,5.14
_3346_,5.14
_3424_,5.14
_3459_,5.12
wd3[19],5.12
wd3[31],5.12
_0444_,5.095
_0527_,5.095
_0072_,5.085
_0152_,5.085
_0753_,5.085
_1394_,5.06
_1720_,5.06
_1792_,5.06
_1986_,5.06
_0529_,5.045
_0586_,5.045
_0912_,5.045
_0999_,5.045
_2443_,5.02
_0789_,5.015
_1318_,5
_0167_,4.985
_0422_,4.975
rd1[0],4.95
rd1[12],4.95
rd1[14],4.95
rd1[16],4.95
rd1[18],4.95
rd1[20],4.95
rd1[24],4.95
rd1[26],4.95
rd1[28],4.95
rd1[2],4.95
rd1[30],4.95
rd1[4],4.95
rd1[6],4.95
_1433_,4.94
_2472_,4.94
_1180_,4.92
_2061_,4.92
_2524_,4.92
_2659_,4.92
_2892_,4.92
_3073_,4.92
_3084_,4.92
_3166_,4.92
_3182_,4.92
_3254_,4.92
_3353_,4.92
_3563_,4.92
_3609_,4.92
_3689_,4.92
_3736_,4.92
_3754_,4.92
_1886_,4.9
_0955_,4.885
_1135_,4.88
_2390_,4.88
_2470_,4.88
_2696_,4.88
_2866_,4.88
_2867_,4.88
_2876_,4.88
_2935_,4.88
_2979_,4.88
_3235_,4.88
_3295_,4.88
_3471_,4.88
_3512_,4.88
_3565_,4.88
_3598_,4.88
_3626_,4.88
_3684_,4.88
_3693_,4.88
_3698_,4.88
_3748_,4.88
_0039_,4.845
_0088_,4.845
_0226_,4.845
_0316_,4.845
_0484_,4.845
_0550_,4.845
_0597_,4.845
_0660_,4.845
_0970_,4.845
_1749_,4.82
_3431_,4.82
_3432_,4.82
_3699_,4.82
_0069_,4.805
_1403_,4.8
_1872_,4.8
_1958_,4.8
_2011_,4.8
_2209_,4.8
_2693_,4.8
_2858_,4.8
_2951_,4.8
_2990_,4.8
_3339_,4.8
_3446_,4.8
_3596_,4.8
_3602_,4.8
_3696_,4.8
_3701_,4.8
_3788_,4.8
_3806_,4.8
_0909_,4.785
_0911_,4.775
_1088_,4.76
_1309_,4.76
_2292_,4.76
_2298_,4.76
_2392_,4.76
_2615_,4.76
_2712_,4.76
_2865_,4.76
_2970_,4.76
_3065_,4.76
_3179_,4.76
_3204_,4.76
_3604_,4.76
_3637_,4.76
_3697_,4.76
_3795_,4.76
_0821_,4.745
_0109_,4.725
_0295_,4.725
_0492_,4.725
_0003_,4.7
_0300_,4.7
_0594_,4.7
_0686_,4.7
_0915_,4.7
_0960_,4.7
_0967_,4.7
_1325_,4.7
_1825_,4.7
_2335_,4.7
_1697_,4.68
_2676_,4.68
_3301_,4.68
_3757_,4.68
_1200_,4.66
_0068_,4.625
_0085_,4.625
_0236_,4.625
_0273_,4.625
_0650_,4.625
_0868_,4.625
_2081_,4.6
_0056_,4.585
_0415_,4.585
_0452_,4.585
_0705_,4.585
_0336_,4.58
_1070_,4.555
_0845_,4.545
_1250_,4.54
_1821_,4.54
_1606_,4.48
_1813_,4.48
_2238_,4.48
_1504_,4.46
_1732_,4.46
_1849_,4.46
_2283_,4.46
_2305_,4.46
_2456_,4.46
_2701_,4.46
_2770_,4.46
_2796_,4.46
_2929_,4.46
_2950_,4.46
_2981_,4.46
_3444_,4.46
_3447_,4.46
_3493_,4.46
_3504_,4.46
_3550_,4.46
_2619_,4.42
_2721_,4.42
_2736_,4.42
_2878_,4.42
_2939_,4.42
_3035_,4.42
_3071_,4.42
_3321_,4.42
_3335_,4.42
_3340_,4.42
_3453_,4.42
_3505_,4.42
_3567_,4.42
_3584_,4.42
_3789_,4.42
_0113_,4.405
_0746_,4.405
_0090_,4.385
_0139_,4.385
_0204_,4.385
_0250_,4.385
_0308_,4.385
_0523_,4.385
_0590_,4.385
_0724_,4.385
_0732_,4.385
_0922_,4.385
_0994_,4.385
_2525_,4.36
_2891_,4.36
_3121_,4.36
_3234_,4.36
_3528_,4.36
_3605_,4.36
_1071_,4.34
_1646_,4.34
_1774_,4.34
_1863_,4.34
_2347_,4.34
_2674_,4.34
_2720_,4.34
_2864_,4.34
_2890_,4.34
_3094_,4.34
_3095_,4.34
_3139_,4.34
_3212_,4.34
_3232_,4.34
_3257_,4.34
_3394_,4.34
_3396_,4.34
_3425_,4.34
_3464_,4.34
_3519_,4.34
_3524_,4.34
_3585_,4.34
_3700_,4.34
_3720_,4.34
_3746_,4.34
_3772_,4.34
_0091_,4.325
_0378_,4.265
_0430_,4.265
_0763_,4.265
_0442_,4.24
_0534_,4.24
_0766_,4.24
_0939_,4.24
_1783_,4.24
_1908_,4.24
_1174_,4.22
_1944_,4.22
_3249_,4.22
_3404_,4.22
_1747_,4.2
_3437_,4.2
_0097_,4.165
_0142_,4.165
_0150_,4.165
_0163_,4.165
_0390_,4.165
_0693_,4.165
_0782_,4.165
_0962_,4.165
_0982_,4.165
_0074_,4.145
_0193_,4.145
_0577_,4.145
_0602_,4.145
_0825_,4.145
_1008_,4.145
_1307_,4.14
_1346_,4.14
_2269_,4.14
_0172_,4.095
_0412_,4.095
_0437_,4.095
_0913_,4.095
_0980_,4.095
_0851_,4.085
_0515_,4.065
_0533_,4.065
_0712_,4.065
_0865_,4.065
_0276_,4.045
_0532_,4.045
_1184_,4
_1585_,4
_1639_,4
_2099_,4
_2115_,4
_2691_,4
_2708_,4
_2803_,4
_2863_,4
_2953_,4
_2956_,4
_3069_,4
_3093_,4
_3190_,4
_3430_,4
_3574_,4
_3651_,4
_3675_,4
_3704_,4
_1867_,3.98
_3343_,3.98
_0619_,3.975
_0185_,3.965
_0198_,3.965
_0670_,3.965
_0759_,3.965
_0855_,3.965
_0904_,3.965
_0996_,3.965
rd1[10],3.93
rd1[22],3.93
rd1[8],3.93
_0230_,3.925
_0235_,3.925
_0311_,3.925
_0500_,3.925
_0543_,3.925
_0608_,3.925
_0692_,3.925
_0729_,3.925
_0824_,3.925
_0919_,3.925
_0958_,3.925
_0110_,3.9
_0217_,3.9
_0333_,3.9
_0698_,3.9
_3057_,3.9
_3302_,3.9
_3740_,3.9
_1788_,3.88
_1836_,3.88
_2143_,3.88
_2655_,3.88
_2716_,3.88
_2750_,3.88
_2781_,3.88
_2806_,3.88
_3193_,3.88
_3406_,3.88
_3408_,3.88
_3627_,3.88
_3710_,3.88
_3778_,3.88
_0304_,3.865
_0607_,3.855
_0051_,3.805
_0413_,3.805
_0635_,3.805
_0202_,3.8
_0313_,3.8
_0852_,3.8
_0285_,3.78
_0375_,3.78
_0620_,3.78
_0623_,3.78
_0689_,3.78
_1441_,3.78
_1557_,3.78
_1618_,3.78
_1877_,3.78
_2196_,3.76
_3620_,3.76
_1567_,3.74
_1858_,3.74
_1890_,3.74
_0322_,3.705
_0389_,3.705
_0447_,3.705
_0522_,3.705
_0572_,3.705
_0657_,3.705
_0696_,3.705
_0796_,3.705
_0839_,3.705
_0910_,3.705
_0918_,3.705
_0518_,3.685
_0585_,3.685
_2113_,3.68
_1208_,3.66
_1543_,3.66
_1928_,3.66
_2547_,3.66
_1140_,3.64
_1009_,3.635
_0319_,3.625
_0606_,3.625
_0277_,3.585
_0684_,3.585
_1413_,3.565
_2389_,3.56
_1714_,3.54
_2149_,3.54
_2179_,3.54
_2245_,3.54
_2600_,3.54
_2799_,3.54
_2805_,3.54
_3240_,3.54
_3539_,3.54
_3575_,3.54
_3632_,3.54
_3659_,3.54
_3685_,3.54
_1369_,3.52
_2795_,3.52
_0869_,3.505
_0893_,3.505
_0064_,3.465
_0199_,3.465
_0280_,3.465
_0459_,3.465
_0461_,3.465
_0476_,3.465
_0558_,3.465
_0565_,3.465
_0587_,3.465
_0681_,3.465
_0702_,3.465
_0709_,3.465
_0718_,3.465
_0941_,3.465
_1002_,3.465
_3331_,3.44
_3497_,3.44
_3707_,3.44
_3770_,3.44
_1569_,3.42
_1699_,3.42
_2060_,3.42
_2357_,3.42
_2465_,3.42
_2563_,3.42
_2647_,3.42
_2926_,3.42
_2941_,3.42
_2957_,3.42
_3119_,3.42
_3229_,3.42
_3307_,3.42
_3368_,3.42
_3378_,3.42
_3433_,3.42
_3457_,3.42
_3458_,3.42
_3486_,3.42
_3489_,3.42
_3500_,3.42
_3573_,3.42
_3595_,3.42
_3677_,3.42
_3695_,3.42
_0095_,3.405
_0716_,3.405
_0466_,3.345
_0526_,3.345
_0615_,3.345
_0731_,3.345
_0971_,3.345
_0384_,3.34
_0945_,3.34
_0107_,3.32
_0241_,3.32
_0637_,3.32
_3561_,3.32
_3662_,3.3
_0206_,3.245
_0240_,3.245
_0271_,3.245
_0320_,3.245
_0435_,3.245
_0647_,3.245
_0700_,3.245
_0792_,3.245
_0951_,3.245
_0964_,3.245
_1012_,3.245
_1014_,3.245
_0633_,3.225
_0804_,3.225
_1230_,3.22
_1914_,3.22
_2216_,3.22
_1696_,3.2
_0131_,3.175
_0294_,3.175
_0395_,3.175
_0819_,3.175
_0055_,3.165
_0682_,3.145
_0200_,3.125
_0346_,3.125
_0508_,3.125
_0629_,3.125
_0720_,3.125
_0984_,3.125
_0648_,3.1
_1512_,3.1
_2076_,3.1
_2416_,3.1
_2493_,3.1
_1939_,3.08
_2199_,3.08
_2270_,3.08
_2382_,3.08
_2429_,3.08
_2499_,3.08
_2571_,3.08
_2594_,3.08
_2685_,3.08
_2706_,3.08
_2713_,3.08
_2735_,3.08
_2783_,3.08
_2786_,3.08
_2798_,3.08
_2870_,3.08
_2987_,3.08
_3089_,3.08
_3111_,3.08
_3162_,3.08
_3213_,3.08
_3442_,3.08
_3538_,3.08
_3588_,3.08
_3611_,3.08
_3682_,3.08
_0767_,3.055
_0034_,3.045
_0224_,3.045
_0253_,3.045
_0278_,3.045
_0465_,3.045
_0478_,3.045
_0640_,3.045
_0291_,3.005
_0337_,3.005
_0363_,3.005
_0420_,3.005
_0479_,3.005
_0544_,3.005
_0727_,3.005
_0738_,3.005
_0860_,3.005
_0894_,3.005
_0902_,3.005
_0944_,3.005
_1003_,3.005
_0815_,2.98
_0954_,2.98
_1106_,2.98
_1458_,2.98
_2206_,2.98
_2790_,2.98
_2807_,2.98
_2899_,2.98
_2900_,2.98
_2913_,2.98
_3163_,2.98
_3272_,2.98
_3373_,2.98
_3379_,2.98
_3384_,2.98
_3419_,2.98
_3472_,2.98
_3506_,2.98
_3515_,2.98
_3533_,2.98
_3645_,2.98
_3681_,2.98
_3683_,2.98
_3756_,2.98
_3766_,2.98
_1095_,2.96
_1198_,2.96
_1209_,2.96
_1214_,2.96
_1490_,2.96
_2169_,2.96
_2205_,2.96
_2244_,2.96
_2360_,2.96
_2365_,2.96
_2391_,2.96
_2404_,2.96
_2415_,2.96
_2602_,2.96
_2709_,2.96
_2809_,2.96
_2908_,2.96
_2936_,2.96
_3067_,2.96
_3096_,2.96
_3224_,2.96
_3238_,2.96
_3260_,2.96
_3448_,2.96
_3468_,2.96
_3529_,2.96
_3559_,2.96
_3593_,2.96
_3635_,2.96
_3676_,2.96
_3686_,2.96
_3729_,2.96
_3786_,2.96
_3813_,2.96
_3814_,2.96
_0046_,2.955
_0318_,2.945
_0350_,2.945
_0380_,2.945
_0441_,2.945
_0674_,2.945
_0683_,2.945
_0006_,2.885
_0049_,2.885
_0092_,2.885
_0229_,2.885
_0302_,2.885
_0305_,2.885
_0310_,2.885
_0371_,2.885
_0480_,2.885
_0555_,2.885
_0592_,2.885
_0599_,2.885
_0616_,2.885
_0723_,2.885
_0950_,2.885
_0968_,2.885
_0972_,2.885
_0988_,2.885
_0021_,2.88
_0082_,2.88
_0207_,2.88
_0400_,2.88
_0411_,2.88
_0456_,2.88
_0591_,2.88
_0797_,2.88
_0827_,2.88
_0997_,2.88
_0007_,2.86
_0622_,2.86
_0781_,2.86
_0830_,2.86
_0965_,2.86
_1833_,2.86
_3706_,2.86
_0031_,2.835
_0364_,2.835
_0440_,2.835
_0002_,2.785
_0028_,2.785
_0030_,2.785
_0086_,2.785
_0112_,2.785
_0201_,2.785
_0261_,2.785
_0361_,2.785
_0391_,2.785
_0424_,2.785
_0451_,2.785
_0469_,2.785
_0571_,2.785
_0598_,2.785
_0614_,2.785
_0652_,2.785
_0671_,2.785
_0695_,2.785
_0722_,2.785
_0744_,2.785
_0761_,2.785
_0823_,2.785
_0836_,2.785
_0873_,2.785
_0925_,2.785
_0930_,2.785
_0947_,2.785
_1001_,2.785
_1021_,2.785
_0699_,2.765
_0822_,2.765
_0842_,2.765
_0932_,2.765
_1094_,2.76
_1830_,2.76
_2343_,2.74
_2513_,2.74
_2316_,2.72
_0048_,2.715
_0081_,2.715
_0121_,2.715
_0135_,2.715
_0210_,2.715
_0251_,2.715
_0252_,2.715
_0501_,2.715
_0662_,2.715
_0745_,2.715
_0751_,2.715
_0818_,2.715
_0835_,2.715
_0840_,2.715
_0841_,2.715
_0844_,2.715
_0889_,2.715
_0936_,2.715
_0973_,2.715
_0188_,2.705
_0213_,2.705
_0238_,2.705
_0367_,2.705
_0431_,2.705
_0486_,2.705
_0564_,2.705
_1110_,2.64
_1270_,2.64
_1440_,2.64
_1464_,2.64
_1847_,2.64
_2089_,2.64
_1229_,2.62
_1251_,2.62
_1273_,2.62
_2004_,2.62
_2308_,2.62
_2329_,2.62
_2381_,2.62
_2436_,2.62
_2545_,2.62
_2649_,2.62
_2651_,2.62
_2683_,2.62
_2717_,2.62
_2737_,2.62
_2767_,2.62
_2937_,2.62
_2988_,2.62
_3004_,2.62
_3122_,2.62
_3133_,2.62
_3151_,2.62
_3248_,2.62
_3322_,2.62
_3376_,2.62
_3414_,2.62
_3513_,2.62
_3623_,2.62
_3690_,2.62
_0604_,2.595
_0653_,2.595
_0749_,2.595
_0765_,2.595
_0931_,2.595
_0458_,2.585
_0645_,2.585
_0843_,2.585
_0858_,2.585
_0977_,2.585
_0012_,2.545
_0014_,2.545
_0038_,2.545
_0040_,2.545
_0057_,2.545
_0096_,2.545
_0144_,2.545
_0160_,2.545
_0166_,2.545
_0243_,2.545
_0254_,2.545
_0303_,2.545
_0365_,2.545
_0377_,2.545
_0418_,2.545
_0453_,2.545
_0568_,2.545
_0589_,2.545
_0605_,2.545
_0639_,2.545
_0725_,2.545
_0795_,2.545
_0799_,2.545
_0803_,2.545
_0846_,2.545
_0857_,2.545
_0882_,2.545
_0888_,2.545
_0924_,2.545
_0934_,2.545
_0956_,2.545
_0957_,2.545
_1005_,2.545
_1018_,2.545
_0887_,2.535
_0382_,2.52
_0811_,2.52
_2617_,2.52
_2734_,2.52
_2854_,2.52
_2962_,2.52
_2976_,2.52
_3037_,2.52
_3116_,2.52
_3128_,2.52
_3183_,2.52
_3192_,2.52
_3236_,2.52
_3303_,2.52
_3338_,2.52
_3371_,2.52
_3556_,2.52
_3586_,2.52
_3603_,2.52
_3711_,2.52
_1506_,2.5
_1575_,2.5
_1820_,2.5
_1906_,2.5
_2275_,2.5
_2414_,2.5
_2515_,2.5
_2672_,2.5
_2678_,2.5
_2707_,2.5
_2731_,2.5
_2779_,2.5
_2801_,2.5
_2882_,2.5
_2884_,2.5
_2920_,2.5
_2925_,2.5
_2947_,2.5
_2966_,2.5
_2996_,2.5
_3130_,2.5
_3241_,2.5
_3245_,2.5
_3296_,2.5
_3356_,2.5
_3421_,2.5
_3501_,2.5
_3555_,2.5
_3568_,2.5
_3569_,2.5
_3580_,2.5
_3641_,2.5
_3713_,2.5
_3782_,2.5
_3797_,2.5
_0005_,2.485
_0011_,2.485
_0020_,2.485
_0035_,2.485
_0124_,2.485
_0128_,2.485
_0143_,2.485
_0208_,2.485
_0260_,2.485
_0286_,2.485
_0299_,2.485
_0312_,2.485
_0330_,2.485
_0331_,2.485
_0434_,2.485
_0446_,2.485
_0467_,2.485
_0545_,2.485
_0707_,2.485
_0736_,2.485
_0787_,2.485
_0853_,2.485
_0876_,2.485
_0883_,2.485
_0942_,2.485
_0983_,2.485
_1023_,2.485
_0455_,2.425
_0748_,2.425
_0871_,2.425
_0001_,2.42
_0019_,2.42
_0059_,2.42
_0084_,2.42
_0103_,2.42
_0157_,2.42
_0209_,2.42
_0228_,2.42
_0244_,2.42
_0268_,2.42
_0287_,2.42
_0324_,2.42
_0362_,2.42
_0379_,2.42
_0386_,2.42
_0392_,2.42
_0399_,2.42
_0481_,2.42
_0499_,2.42
_0566_,2.42
_0600_,2.42
_0667_,2.42
_0680_,2.42
_0734_,2.42
_0786_,2.42
_0833_,2.42
_0867_,2.42
_0896_,2.42
_0938_,2.42
_0975_,2.42
_0998_,2.42
_1292_,2.4
_1722_,2.4
_1734_,2.4
_1769_,2.4
_1912_,2.4
_2147_,2.4
_3345_,2.4
_0024_,2.375
_0298_,2.375
_0344_,2.375
_0549_,2.375
_0582_,2.375
_0758_,2.375
_0814_,2.375
_1015_,2.375
_0009_,2.325
_0022_,2.325
_0050_,2.325
_0195_,2.325
_0211_,2.325
_0233_,2.325
_0342_,2.325
_0353_,2.325
_0368_,2.325
_0374_,2.325
_0436_,2.325
_0560_,2.325
_0588_,2.325
_0625_,2.325
_0638_,2.325
_0710_,2.325
_0728_,2.325
_0750_,2.325
_0816_,2.325
_0875_,2.325
_0914_,2.325
_0992_,2.325
_1377_,2.3
_1395_,2.3
_1534_,2.3
_1633_,2.3
_1700_,2.3
_1706_,2.3
_1811_,2.3
_1871_,2.3
_0008_,2.255
_0027_,2.255
_0077_,2.255
_0089_,2.255
_0148_,2.255
_0174_,2.255
_0192_,2.255
_0328_,2.255
_0358_,2.255
_0369_,2.255
_0403_,2.255
_0414_,2.255
_0438_,2.255
_0457_,2.255
_0584_,2.255
_0651_,2.255
_0669_,2.255
_0762_,2.255
_0780_,2.255
_0784_,2.255
_0874_,2.255
_1013_,2.255
_2511_,2.18
_1038_,2.16
_1052_,2.16
_1659_,2.16
_2211_,2.16
_2223_,2.16
_2257_,2.16
_2323_,2.16
_2432_,2.16
_2452_,2.16
_2565_,2.16
_2575_,2.16
_2710_,2.16
_2780_,2.16
_2881_,2.16
_2928_,2.16
_3056_,2.16
_3077_,2.16
_3081_,2.16
_3120_,2.16
_3131_,2.16
_3180_,2.16
_3201_,2.16
_3252_,2.16
_3350_,2.16
_3496_,2.16
_3507_,2.16
_3540_,2.16
_3544_,2.16
_3577_,2.16
_3597_,2.16
_3658_,2.16
_3753_,2.16
_3783_,2.16
_3784_,2.16
_3792_,2.16
_0063_,2.14
_0579_,2.14
_0102_,2.125
_0242_,2.125
_0332_,2.125
_0482_,2.125
_0516_,2.125
_0634_,2.125
_0730_,2.125
_0774_,2.125
_0067_,2.085
_0075_,2.085
_0146_,2.085
_0219_,2.085
_0221_,2.085
