net,length_um
rf.registers\[30\]\[9\],30.605
rf.registers\[0\]\[20\],30.6
rf.registers\[18\]\[16\],30.595
_2019_,30.58
_1968_,30.54
rf.registers\[15\]\[17\],30.54
rf.registers\[26\]\[8\],30.475
_2370_,30.42
rf.registers\[3\]\[18\],30.415
rf.registers\[15\]\[23\],30.4
rf.registers\[22\]\[0\],30.35
rf.registers\[22\]\[15\],30.21
_1763_,30.2
_2509_,30.2
rf.registers\[19\]\[20\],30.18
rf.registers\[17\]\[8\],30.12
_1207_,30.1
_2128_,30.1
rf.registers\[12\]\[5\],30.08
_1765_,30.06
_2075_,30.06
_1754_,30
rf.registers\[12\]\[13\],30
rf.registers\[24\]\[18\],29.94
rf.registers\[4\]\[10\],29.94
rf.registers\[14\]\[19\],29.91
rf.registers\[7\]\[18\],29.88
rf.registers\[20\]\[4\],29.84
_1206_,29.82
rf.registers\[10\]\[7\],29.79
rf.registers\[25\]\[26\],29.78
_1210_,29.72
rf.registers\[3\]\[12\],29.64
_2171_,29.58
rf.registers\[26\]\[14\],29.575
_2014_,29.54
rf.registers\[18\]\[4\],29.53
_2162_,29.52
rf.registers\[31\]\[24\],29.48
rf.registers\[0\]\[10\],29.46
rf.registers\[13\]\[17\],29.46
_1367_,29.44
_2501_,29.44
rf.registers\[17\]\[11\],29.44
rf.registers\[31\]\[19\],29.44
rf.registers\[9\]\[13\],29.44
rf.registers\[27\]\[19\],29.42
_2361_,29.4
rf.registers\[13\]\[3\],29.4
rf.registers\[20\]\[30\],29.4
rf.registers\[11\]\[29\],29.38
_2126_,29.36
rf.registers\[31\]\[22\],29.36
_2035_,29.32
rf.registers\[10\]\[8\],29.235
rf.registers\[30\]\[19\],29.235
rf.registers\[14\]\[23\],29.215
_1815_,29.18
rf.registers\[26\]\[12\],29.17
_1145_,29.14
rf.registers\[27\]\[15\],29.14
_1511_,29.12
rf.registers\[20\]\[22\],29.12
rf.registers\[3\]\[26\],29.12
rf.registers\[2\]\[3\],29.025
_1268_,29.02
rf.registers\[0\]\[6\],29.02
rf.registers\[8\]\[7\],29.02
_2299_,29
rf.registers\[31\]\[20\],28.99
rf.registers\[6\]\[22\],28.98
rf.registers\[6\]\[30\],28.97
rf.registers\[9\]\[19\],28.96
rf.registers\[18\]\[17\],28.955
rf.registers\[15\]\[30\],28.95
_1773_,28.94
rf.registers\[28\]\[5\],28.94
rf.registers\[17\]\[5\],28.92
rf.registers\[27\]\[5\],28.92
rf.registers\[2\]\[14\],28.9
rf.registers\[22\]\[4\],28.895
rf.registers\[22\]\[18\],28.89
rf.registers\[30\]\[15\],28.89
rf.registers\[18\]\[22\],28.875
_1855_,28.86
_2251_,28.81
rf.registers\[9\]\[20\],28.78
rf.registers\[28\]\[1\],28.74
rf.registers\[22\]\[5\],28.71
_1161_,28.68
_1228_,28.68
rf.registers\[26\]\[10\],28.65
_1590_,28.64
rf.registers\[13\]\[10\],28.64
rf.registers\[26\]\[2\],28.64
_2766_,28.58
rf.registers\[15\]\[5\],28.58
rf.registers\[11\]\[0\],28.54
rf.registers\[20\]\[1\],28.54
_1233_,28.52
_1591_,28.52
_1695_,28.52
_2212_,28.52
_3219_,28.5
rf.registers\[15\]\[10\],28.48
rf.registers\[26\]\[23\],28.475
rf.registers\[26\]\[30\],28.43
rf.registers\[23\]\[28\],28.42
_1746_,28.4
rf.registers\[20\]\[13\],28.4
rf.registers\[6\]\[14\],28.39
rf.registers\[16\]\[3\],28.38
rf.registers\[20\]\[12\],28.38
_1771_,28.36
_1791_,28.36
rf.registers\[16\]\[6\],28.36
_1162_,28.26
rf.registers\[26\]\[28\],28.23
rf.registers\[14\]\[6\],28.19
rf.registers\[17\]\[23\],28.18
_2310_,28.16
rf.registers\[29\]\[1\],28.16
rf.registers\[0\]\[24\],28.1
rf.registers\[20\]\[26\],28.08
rf.registers\[7\]\[2\],28.08
rf.registers\[1\]\[0\],28.06
rf.registers\[27\]\[29\],28.02
rf.registers\[6\]\[10\],27.995
rf.registers\[6\]\[18\],27.975
_1631_,27.94
rf.registers\[16\]\[20\],27.94
rf.registers\[13\]\[13\],27.92
_1093_,27.84
_1831_,27.84
_1846_,27.84
rf.registers\[11\]\[6\],27.83
rf.registers\[0\]\[5\],27.8
rf.registers\[28\]\[26\],27.76
_1098_,27.64
_2017_,27.64
rf.registers\[1\]\[16\],27.64
rf.registers\[25\]\[16\],27.64
rf.registers\[7\]\[0\],27.64
_1551_,27.6
_2084_,27.6
rf.registers\[23\]\[0\],27.6
rf.registers\[28\]\[17\],27.6
rf.registers\[7\]\[28\],27.6
rf.registers\[8\]\[5\],27.58
_1272_,27.56
rf.registers\[19\]\[4\],27.56
rf.registers\[1\]\[25\],27.52
rf.registers\[19\]\[19\],27.5
rf.registers\[22\]\[11\],27.455
_2174_,27.44
_2548_,27.44
rf.registers\[5\]\[29\],27.44
rf.registers\[8\]\[0\],27.44
rf.registers\[16\]\[1\],27.4
rf.registers\[19\]\[27\],27.4
rf.registers\[24\]\[10\],27.4
rf.registers\[11\]\[25\],27.38
rf.registers\[11\]\[28\],27.34
rf.registers\[0\]\[21\],27.28
_1306_,27.26
_3259_,27.26
_1476_,27.24
rf.registers\[31\]\[29\],27.24
rf.registers\[17\]\[31\],27.22
_2380_,27.2
_2453_,27.2
rf.registers\[11\]\[9\],27.16
_2325_,27.12
_1204_,27.1
_1339_,27.1
rf.registers\[23\]\[23\],27.1
rf.registers\[10\]\[14\],27.075
rf.registers\[8\]\[3\],27.06
_1816_,27.04
_1584_,27.02
_1845_,27.02
rf.registers\[31\]\[25\],27.02
rf.registers\[10\]\[11\],27.015
rf.registers\[10\]\[12\],26.99
_1535_,26.98
rf.registers\[27\]\[4\],26.98
rf.registers\[31\]\[15\],26.92
rf.registers\[26\]\[25\],26.91
_1157_,26.88
_1326_,26.88
_1514_,26.88
_2448_,26.88
_1096_,26.84
rf.registers\[10\]\[22\],26.83
_3187_,26.82
_2446_,26.78
rf.registers\[24\]\[11\],26.78
rf.registers\[19\]\[17\],26.76
_1450_,26.72
rf.registers\[30\]\[14\],26.71
rf.registers\[7\]\[13\],26.7
rf.registers\[26\]\[19\],26.695
_1442_,26.68
_1936_,26.68
rf.registers\[15\]\[16\],26.68
rf.registers\[31\]\[6\],26.68
_1770_,26.67
_1941_,26.66
rf.registers\[15\]\[6\],26.66
rf.registers\[28\]\[30\],26.64
rf.registers\[1\]\[26\],26.62
rf.registers\[24\]\[20\],26.6
rf.registers\[0\]\[22\],26.58
_1463_,26.54
rf.registers\[3\]\[7\],26.54
rf.registers\[0\]\[3\],26.52
rf.registers\[3\]\[3\],26.52
rf.registers\[23\]\[20\],26.5
rf.registers\[7\]\[16\],26.48
_1554_,26.46
_2135_,26.46
clknet_leaf_37_clk,26.44
rf.registers\[18\]\[20\],26.425
_1725_,26.42
rf.registers\[9\]\[1\],26.4
rf.registers\[18\]\[25\],26.37
rf.registers\[17\]\[15\],26.34
rf.registers\[20\]\[17\],26.34
rf.registers\[22\]\[1\],26.315
_2154_,26.3
_2491_,26.3
rf.registers\[27\]\[0\],26.28
_1793_,26.26
rf.registers\[11\]\[4\],26.26
rf.registers\[9\]\[30\],26.26
_1586_,26.24
rf.registers\[1\]\[8\],26.2
rf.registers\[2\]\[11\],26.185
rf.registers\[1\]\[14\],26.18
rf.registers\[10\]\[15\],26.155
rf.registers\[26\]\[9\],26.155
rf.registers\[22\]\[17\],26.135
rf.registers\[31\]\[23\],26.13
rf.registers\[1\]\[21\],26.1
_1421_,26.08
rf.registers\[18\]\[12\],26.075
_2535_,26.04
rf.registers\[19\]\[0\],26.04
_1160_,26.02
_1578_,26.02
_1625_,26.02
_2433_,26.02
_1496_,26
rf.registers\[14\]\[18\],25.995
rf.registers\[30\]\[26\],25.995
_1234_,25.96
rf.registers\[3\]\[30\],25.96
rf.registers\[7\]\[14\],25.96
_1355_,25.92
_2373_,25.92
rf.registers\[11\]\[13\],25.89
_1924_,25.885
_2114_,25.88
rf.registers\[17\]\[30\],25.86
rf.registers\[27\]\[22\],25.86
rf.registers\[12\]\[3\],25.84
rf.registers\[4\]\[24\],25.84
rf.registers\[16\]\[31\],25.8
rf.registers\[17\]\[7\],25.8
rf.registers\[25\]\[23\],25.8
rf.registers\[29\]\[28\],25.8
rf.registers\[25\]\[13\],25.79
_1342_,25.78
rf.registers\[22\]\[10\],25.77
_1861_,25.76
_2346_,25.76
rf.registers\[23\]\[25\],25.74
rf.registers\[7\]\[12\],25.72
_2776_,25.715
_2519_,25.7
_1381_,25.685
_1190_,25.68
rf.registers\[27\]\[30\],25.64
rf.registers\[20\]\[15\],25.62
rf.registers\[23\]\[6\],25.6
_1617_,25.58
rf.registers\[23\]\[16\],25.58
_1121_,25.56
rf.registers\[7\]\[6\],25.56
_1677_,25.54
_1873_,25.54
rf.registers\[12\]\[29\],25.54
rf.registers\[14\]\[8\],25.51
_3374_,25.5
rf.registers\[12\]\[6\],25.5
rf.registers\[6\]\[13\],25.49
rf.registers\[24\]\[2\],25.48
_2116_,25.46
_2756_,25.46
rf.registers\[16\]\[4\],25.42
rf.registers\[29\]\[0\],25.42
_1141_,25.4
_1949_,25.36
_2097_,25.36
rf.registers\[18\]\[13\],25.35
rf.registers\[18\]\[24\],25.34
rf.registers\[27\]\[14\],25.34
rf.registers\[0\]\[31\],25.32
rf.registers\[31\]\[12\],25.32
rf.registers\[14\]\[20\],25.315
rf.registers\[0\]\[30\],25.3
rf.registers\[6\]\[15\],25.295
_1610_,25.28
_2824_,25.26
_1266_,25.22
rf.registers\[24\]\[15\],25.2
rf.registers\[21\]\[13\],25.18
_2157_,25.16
_1317_,25.14
rf.registers\[18\]\[6\],25.14
rf.registers\[31\]\[26\],25.14
rf.registers\[30\]\[22\],25.11
_0133_,25.1
rf.registers\[11\]\[8\],25.02
_2180_,25
rf.registers\[8\]\[8\],25
_1037_,24.86
_1415_,24.84
rf.registers\[23\]\[8\],24.84
_1576_,24.8
rf.registers\[17\]\[4\],24.78
_2307_,24.72
rf.registers\[13\]\[31\],24.72
rf.registers\[4\]\[22\],24.72
rf.registers\[2\]\[22\],24.715
_2637_,24.695
rf.registers\[22\]\[24\],24.67
_1334_,24.66
_1685_,24.66
_1271_,24.64
_2700_,24.64
rf.registers\[21\]\[4\],24.64
rf.registers\[29\]\[17\],24.62
rf.registers\[8\]\[19\],24.62
rf.registers\[31\]\[0\],24.61
_1954_,24.58
_3266_,24.58
rf.registers\[27\]\[31\],24.56
rf.registers\[22\]\[19\],24.54
rf.registers\[30\]\[29\],24.54
rf.registers\[14\]\[13\],24.53
_1559_,24.5
rf.registers\[20\]\[19\],24.5
rf.registers\[10\]\[29\],24.49
rf.registers\[15\]\[13\],24.48
rf.registers\[19\]\[26\],24.48
_2479_,24.46
_2334_,24.44
_0394_,24.425
_2359_,24.42
_2833_,24.42
rf.registers\[16\]\[2\],24.42
rf.registers\[24\]\[8\],24.42
rf.registers\[8\]\[22\],24.42
rf.registers\[18\]\[11\],24.415
rf.registers\[2\]\[12\],24.41
rf.registers\[14\]\[10\],24.405
rf.registers\[17\]\[9\],24.4
rf.registers\[30\]\[28\],24.39
rf.registers\[22\]\[13\],24.375
rf.registers\[5\]\[2\],24.37
rf.registers\[12\]\[12\],24.36
rf.registers\[22\]\[27\],24.355
_1832_,24.34
rf.registers\[1\]\[11\],24.34
rf.registers\[25\]\[28\],24.34
rf.registers\[13\]\[24\],24.33
_3367_,24.32
rf.registers\[10\]\[10\],24.315
_2225_,24.3
_1349_,24.26
rf.registers\[30\]\[0\],24.26
rf.registers\[6\]\[3\],24.255
rf.registers\[6\]\[9\],24.25
rf.registers\[30\]\[18\],24.23
_1643_,24.2
rf.registers\[22\]\[9\],24.2
rf.registers\[5\]\[8\],24.19
rf.registers\[15\]\[18\],24.18
_1780_,24.16
_1982_,24.16
_2052_,24.16
rf.registers\[22\]\[25\],24.11
_3439_,24.08
rf.registers\[24\]\[4\],24.08
_2353_,24.06
rf.registers\[24\]\[24\],24.02
rf.registers\[25\]\[5\],23.98
rf.registers\[26\]\[22\],23.97
rf.registers\[30\]\[1\],23.95
rf.registers\[30\]\[23\],23.935
_2032_,23.92
rf.registers\[24\]\[29\],23.92
rf.registers\[5\]\[27\],23.92
rf.registers\[29\]\[7\],23.88
_1235_,23.84
_2287_,23.84
rf.registers\[19\]\[2\],23.83
rf.registers\[29\]\[10\],23.83
_2267_,23.76
rf.registers\[16\]\[25\],23.76
rf.registers\[2\]\[31\],23.73
_1303_,23.7
rf.registers\[16\]\[15\],23.7
rf.registers\[9\]\[22\],23.7
rf.registers\[12\]\[28\],23.68
rf.registers\[27\]\[2\],23.66
rf.registers\[16\]\[26\],23.64
rf.registers\[28\]\[7\],23.64
_2024_,23.62
rf.registers\[13\]\[12\],23.62
rf.registers\[4\]\[9\],23.6
_1712_,23.58
rf.registers\[1\]\[13\],23.58
rf.registers\[7\]\[30\],23.56
_1923_,23.54
rf.registers\[16\]\[24\],23.54
rf.registers\[17\]\[27\],23.54
rf.registers\[29\]\[13\],23.54
rf.registers\[2\]\[7\],23.51
rf.registers\[16\]\[23\],23.5
rf.registers\[16\]\[9\],23.5
rf.registers\[0\]\[15\],23.48
rf.registers\[27\]\[25\],23.48
_2029_,23.46
rf.registers\[19\]\[16\],23.46
rf.registers\[21\]\[29\],23.46
rf.registers\[2\]\[28\],23.455
_2053_,23.44
_1283_,23.42
_1687_,23.42
rf.registers\[15\]\[0\],23.42
rf.registers\[19\]\[21\],23.42
_2105_,23.4
rf.registers\[7\]\[25\],23.4
_2027_,23.38
_0554_,23.365
_1532_,23.34
rf.registers\[0\]\[26\],23.34
rf.registers\[4\]\[4\],23.34
rf.registers\[16\]\[21\],23.28
_1253_,23.24
rf.registers\[27\]\[11\],23.24
_2393_,23.22
rf.registers\[15\]\[7\],23.22
rf.registers\[24\]\[30\],23.22
_2082_,23.2
rf.registers\[13\]\[7\],23.18
rf.registers\[1\]\[12\],23.16
rf.registers\[27\]\[10\],23.16
rf.registers\[18\]\[8\],23.13
rf.registers\[30\]\[11\],23.115
_2847_,23.1
rf.registers\[3\]\[22\],23.1
rf.registers\[12\]\[11\],23.08
_2838_,23.06
rf.registers\[0\]\[28\],23.04
rf.registers\[18\]\[15\],23.015
rf.registers\[0\]\[1\],23
rf.registers\[2\]\[2\],22.99
rf.registers\[20\]\[21\],22.98
_2213_,22.92
rf.registers\[24\]\[25\],22.92
rf.registers\[5\]\[30\],22.9
_2468_,22.88
rf.registers\[14\]\[16\],22.83
rf.registers\[12\]\[23\],22.8
rf.registers\[23\]\[5\],22.8
rf.registers\[9\]\[10\],22.8
rf.registers\[20\]\[5\],22.78
_1218_,22.76
_1621_,22.74
_1848_,22.74
_2831_,22.74
_3157_,22.74
rf.registers\[23\]\[1\],22.74
rf.registers\[22\]\[2\],22.725
_2231_,22.72
rf.registers\[28\]\[21\],22.7
rf.registers\[11\]\[19\],22.68
rf.registers\[10\]\[25\],22.675
_2845_,22.66
rf.registers\[13\]\[1\],22.66
_0184_,22.625
_1966_,22.62
_3668_,22.62
_2109_,22.58
rf.registers\[11\]\[5\],22.58
rf.registers\[15\]\[22\],22.58
rf.registers\[5\]\[17\],22.58
rf.registers\[28\]\[8\],22.52
rf.registers\[14\]\[21\],22.515
_2304_,22.5
_1978_,22.48
rf.registers\[30\]\[12\],22.475
rf.registers\[7\]\[17\],22.46
_2409_,22.42
rf.registers\[0\]\[29\],22.42
rf.registers\[3\]\[29\],22.42
_2848_,22.38
_1889_,22.36
_1622_,22.3
rf.registers\[17\]\[14\],22.3
_1261_,22.28
rf.registers\[26\]\[31\],22.275
rf.registers\[14\]\[30\],22.27
rf.registers\[21\]\[0\],22.26
rf.registers\[14\]\[1\],22.255
_1885_,22.22
_1951_,22.22
rf.registers\[15\]\[12\],22.22
rf.registers\[3\]\[2\],22.22
rf.registers\[20\]\[27\],22.2
rf.registers\[26\]\[0\],22.2
rf.registers\[31\]\[16\],22.2
_2374_,22.19
_2606_,22.16
rf.registers\[9\]\[29\],22.16
rf.registers\[6\]\[25\],22.15
rf.registers\[25\]\[17\],22.14
rf.registers\[1\]\[15\],22.1
rf.registers\[31\]\[8\],22.1
rf.registers\[7\]\[5\],22.1
rf.registers\[14\]\[22\],22.095
rf.registers\[2\]\[23\],22.085
_1437_,22.08
rf.registers\[19\]\[9\],22.08
rf.registers\[20\]\[16\],22.06
rf.registers\[26\]\[7\],22.055
_2152_,22.04
_2243_,22.04
rf.registers\[9\]\[7\],22.04
rf.registers\[19\]\[12\],22.02
_1416_,22
_1731_,22
rf.registers\[17\]\[29\],22
rf.registers\[31\]\[4\],22
rf.registers\[22\]\[29\],21.99
rf.registers\[25\]\[3\],21.98
rf.registers\[4\]\[16\],21.98
rf.registers\[7\]\[29\],21.98
_1500_,21.92
rf.registers\[19\]\[6\],21.92
_2012_,21.9
_3808_,21.86
rf.registers\[4\]\[11\],21.84
rf.registers\[4\]\[19\],21.82
rf.registers\[6\]\[20\],21.82
_1566_,21.8
rf.registers\[17\]\[18\],21.8
_3678_,21.78
rf.registers\[29\]\[25\],21.78
rf.registers\[3\]\[0\],21.77
rf.registers\[30\]\[4\],21.75
_1901_,21.725
rf.registers\[24\]\[19\],21.72
rf.registers\[9\]\[16\],21.7
rf.registers\[31\]\[14\],21.68
rf.registers\[26\]\[16\],21.66
_2397_,21.64
_1232_,21.62
rf.registers\[27\]\[23\],21.62
rf.registers\[4\]\[14\],21.62
_2160_,21.58
rf.registers\[24\]\[21\],21.54
rf.registers\[14\]\[24\],21.535
rf.registers\[21\]\[8\],21.5
_2067_,21.48
rf.registers\[30\]\[25\],21.465
_1588_,21.46
_0621_,21.405
_1767_,21.4
rf.registers\[27\]\[12\],21.4
_1053_,21.38
rf.registers\[31\]\[7\],21.38
rf.registers\[30\]\[27\],21.37
_3194_,21.36
rf.registers\[18\]\[3\],21.33
rf.registers\[13\]\[5\],21.32
rf.registers\[20\]\[24\],21.32
_1280_,21.28
rf.registers\[11\]\[20\],21.28
rf.registers\[29\]\[4\],21.24
rf.registers\[3\]\[15\],21.24
_3360_,21.22
rf.registers\[18\]\[19\],21.2
rf.registers\[24\]\[5\],21.2
rf.registers\[28\]\[2\],21.2
rf.registers\[22\]\[21\],21.175
_1965_,21.16
_3150_,21.16
rf.registers\[16\]\[18\],21.12
_1050_,21.08
_1237_,21.08
_2247_,21.08
rf.registers\[26\]\[17\],21.05
rf.registers\[12\]\[8\],21.04
rf.registers\[29\]\[23\],21.04
rf.registers\[3\]\[11\],21.04
rf.registers\[30\]\[10\],21.035
_1995_,21.02
rf.registers\[7\]\[20\],21.02
_1827_,21
_1875_,21
rf.registers\[28\]\[22\],21
rf.registers\[9\]\[14\],21
rf.registers\[18\]\[1\],20.995
_1363_,20.98
rf.registers\[8\]\[17\],20.98
rf.registers\[27\]\[3\],20.96
_2592_,20.94
rf.registers\[28\]\[23\],20.94
rf.registers\[30\]\[13\],20.93
_1404_,20.9
rf.registers\[3\]\[28\],20.9
rf.registers\[5\]\[25\],20.9
rf.registers\[8\]\[29\],20.9
_0186_,20.885
_2434_,20.88
rf.registers\[26\]\[27\],20.875
rf.registers\[26\]\[29\],20.865
_1801_,20.86
rf.registers\[7\]\[7\],20.86
rf.registers\[9\]\[4\],20.86
rf.registers\[25\]\[29\],20.82
_1466_,20.78
rf.registers\[13\]\[8\],20.78
rf.registers\[4\]\[30\],20.78
_1327_,20.76
_2510_,20.76
rf.registers\[22\]\[3\],20.755
rf.registers\[11\]\[12\],20.74
rf.registers\[1\]\[3\],20.74
rf.registers\[24\]\[17\],20.72
rf.registers\[12\]\[0\],20.7
_0025_,20.685
rf.registers\[5\]\[14\],20.68
rf.registers\[8\]\[23\],20.68
_2054_,20.66
rf.registers\[23\]\[4\],20.65
rf.registers\[6\]\[23\],20.625
rf.registers\[0\]\[2\],20.58
rf.registers\[31\]\[11\],20.58
rf.registers\[28\]\[19\],20.56
rf.registers\[4\]\[8\],20.54
rf.registers\[12\]\[27\],20.52
rf.registers\[17\]\[26\],20.52
rf.registers\[2\]\[30\],20.51
rf.registers\[25\]\[0\],20.5
_0189_,20.465
_1540_,20.46
rf.registers\[8\]\[30\],20.44
rf.registers\[30\]\[2\],20.43
_2544_,20.42
rf.registers\[19\]\[22\],20.42
rf.registers\[4\]\[3\],20.4
rf.registers\[3\]\[6\],20.39
clknet_leaf_8_clk,20.38
rf.registers\[2\]\[1\],20.37
_3143_,20.36
rf.registers\[11\]\[15\],20.36
rf.registers\[24\]\[26\],20.34
rf.registers\[5\]\[23\],20.3
rf.registers\[26\]\[1\],20.295
_0197_,20.265
_1331_,20.24
_1733_,20.24
_3291_,20.24
_1563_,20.22
rf.registers\[27\]\[8\],20.22
rf.registers\[22\]\[30\],20.21
_1430_,20.2
rf.registers\[4\]\[20\],20.2
rf.registers\[10\]\[2\],20.175
rf.registers\[12\]\[7\],20.16
rf.registers\[24\]\[1\],20.16
rf.registers\[18\]\[23\],20.15
rf.registers\[13\]\[26\],20.14
rf.registers\[1\]\[30\],20.12
rf.registers\[21\]\[17\],20.12
rf.registers\[24\]\[6\],20.12
_1444_,20.1
_1739_,20.1
_1869_,20.1
rf.registers\[13\]\[0\],20.1
rf.registers\[25\]\[10\],20.1
_1897_,20.07
_1392_,20.06
_2350_,20.06
rf.registers\[4\]\[27\],20.06
rf.registers\[20\]\[8\],20.02
rf.registers\[28\]\[28\],20.02
rf.registers\[3\]\[24\],20
_1077_,19.98
_1942_,19.98
_2137_,19.98
rf.registers\[29\]\[15\],19.98
rf.registers\[15\]\[24\],19.96
_1443_,19.92
rf.registers\[18\]\[27\],19.92
rf.registers\[29\]\[5\],19.9
rf.registers\[7\]\[15\],19.9
rf.registers\[7\]\[24\],19.9
_0175_,19.885
rf.registers\[1\]\[10\],19.88
rf.registers\[28\]\[14\],19.88
_3511_,19.86
rf.registers\[26\]\[13\],19.835
rf.registers\[23\]\[17\],19.82
rf.registers\[4\]\[28\],19.82
rf.registers\[8\]\[15\],19.82
_1542_,19.8
_1907_,19.8
rf.registers\[22\]\[26\],19.795
_2633_,19.78
rf.registers\[12\]\[26\],19.78
_1933_,19.74
_2173_,19.7
_1931_,19.68
_2255_,19.68
rf.registers\[0\]\[16\],19.68
rf.registers\[9\]\[3\],19.68
_1651_,19.66
_2340_,19.66
rf.registers\[24\]\[14\],19.66
rf.registers\[31\]\[1\],19.66
_1072_,19.64
rf.registers\[12\]\[10\],19.64
_0130_,19.625
_2568_,19.62
rf.registers\[18\]\[29\],19.61
rf.registers\[2\]\[6\],19.595
_1900_,19.56
rf.registers\[18\]\[18\],19.535
_3776_,19.52
rf.registers\[29\]\[14\],19.52
rf.registers\[5\]\[5\],19.52
_2444_,19.51
rf.registers\[20\]\[29\],19.5
rf.registers\[29\]\[31\],19.5
_0429_,19.485
rf.registers\[6\]\[5\],19.485
_1660_,19.48
rf.registers\[3\]\[19\],19.48
rf.registers\[26\]\[3\],19.475
_1742_,19.44
rf.registers\[17\]\[25\],19.44
rf.registers\[20\]\[18\],19.44
rf.registers\[27\]\[7\],19.44
rf.registers\[30\]\[5\],19.435
_2625_,19.4
_2822_,19.4
rf.registers\[19\]\[1\],19.4
rf.registers\[0\]\[7\],19.38
rf.registers\[14\]\[0\],19.375
rf.registers\[4\]\[15\],19.36
rf.registers\[18\]\[30\],19.355
_1916_,19.32
_2023_,19.32
rf.registers\[15\]\[9\],19.32
rf.registers\[9\]\[6\],19.3
_0016_,19.28
_1400_,19.28
_2155_,19.28
rf.registers\[30\]\[6\],19.28
rf.registers\[2\]\[5\],19.255
rf.registers\[2\]\[27\],19.25
_0557_,19.245
_1531_,19.24
_2747_,19.24
_3107_,19.24
rf.registers\[22\]\[16\],19.24
rf.registers\[8\]\[26\],19.23
rf.registers\[29\]\[30\],19.22
rf.registers\[28\]\[16\],19.2
_1438_,19.18
rf.registers\[16\]\[12\],19.18
rf.registers\[17\]\[13\],19.16
rf.registers\[16\]\[14\],19.12
rf.registers\[1\]\[27\],19.12
rf.registers\[31\]\[28\],19.12
_2761_,19.1
rf.registers\[1\]\[31\],19.1
rf.registers\[25\]\[11\],19.1
rf.registers\[16\]\[8\],19.095
_1817_,19.065
_2828_,19.02
rf.registers\[25\]\[30\],19.02
_1925_,19
_1474_,18.98
_1678_,18.98
rf.registers\[11\]\[22\],18.98
rf.registers\[13\]\[30\],18.98
rf.registers\[15\]\[29\],18.98
_2342_,18.97
_1338_,18.96
rf.registers\[31\]\[5\],18.96
rf.registers\[6\]\[6\],18.95
_0194_,18.92
rf.registers\[2\]\[10\],18.91
_3363_,18.9
_0675_,18.885
rf.registers\[20\]\[3\],18.88
rf.registers\[25\]\[19\],18.86
rf.registers\[18\]\[7\],18.855
rf.registers\[13\]\[25\],18.84
_1555_,18.82
rf.registers\[13\]\[2\],18.78
rf.registers\[21\]\[16\],18.78
rf.registers\[15\]\[8\],18.76
rf.registers\[18\]\[10\],18.75
rf.registers\[19\]\[13\],18.74
rf.registers\[8\]\[31\],18.74
_1922_,18.68
rf.registers\[11\]\[23\],18.67
rf.registers\[29\]\[18\],18.66
rf.registers\[3\]\[4\],18.66
rf.registers\[26\]\[11\],18.655
rf.registers\[17\]\[0\],18.64
rf.registers\[27\]\[13\],18.64
rf.registers\[28\]\[0\],18.64
rf.registers\[28\]\[12\],18.64
_0122_,18.615
_1888_,18.6
_0570_,18.585
_2093_,18.56
rf.registers\[16\]\[16\],18.56
rf.registers\[27\]\[1\],18.56
_2016_,18.52
rf.registers\[13\]\[28\],18.52
rf.registers\[3\]\[20\],18.52
rf.registers\[23\]\[21\],18.51
rf.registers\[17\]\[12\],18.48
rf.registers\[2\]\[20\],18.47
_1840_,18.4
_2103_,18.4
_2327_,18.4
_3255_,18.4
rf.registers\[13\]\[4\],18.4
_0901_,18.38
rf.registers\[3\]\[16\],18.38
_1252_,18.36
rf.registers\[13\]\[27\],18.36
_1636_,18.34
_2542_,18.32
rf.registers\[3\]\[27\],18.32
rf.registers\[10\]\[26\],18.31
_1287_,18.3
_1565_,18.3
rf.registers\[28\]\[10\],18.28
rf.registers\[4\]\[23\],18.28
rf.registers\[5\]\[22\],18.28
_2140_,18.26
rf.registers\[19\]\[5\],18.24
_1572_,18.22
_2066_,18.18
rf.registers\[20\]\[7\],18.18
rf.registers\[21\]\[21\],18.18
_2579_,18.14
rf.registers\[10\]\[18\],18.14
rf.registers\[25\]\[21\],18.14
rf.registers\[23\]\[10\],18.11
_2254_,18.1
rf.registers\[1\]\[28\],18.1
_0187_,18.085
_1945_,18.08
_2527_,18.08
rf.registers\[4\]\[25\],18.08
rf.registers\[4\]\[6\],18.08
_2817_,18.06
rf.registers\[15\]\[28\],18.06
rf.registers\[17\]\[17\],18.06
rf.registers\[10\]\[24\],18.05
_1383_,18.04
rf.registers\[29\]\[12\],18.04
rf.registers\[5\]\[9\],18.04
_1314_,18.02
_2043_,18.02
_2362_,18.02
rf.registers\[19\]\[3\],18
rf.registers\[25\]\[25\],17.98
rf.registers\[8\]\[9\],17.98
rf.registers\[2\]\[26\],17.97
rf.registers\[23\]\[13\],17.96
_1462_,17.94
rf.registers\[16\]\[5\],17.94
rf.registers\[24\]\[23\],17.94
rf.registers\[22\]\[12\],17.935
_2110_,17.92
rf.registers\[14\]\[27\],17.91
rf.registers\[22\]\[8\],17.895
_1484_,17.88
rf.registers\[8\]\[14\],17.88
rf.registers\[18\]\[26\],17.875
rf.registers\[26\]\[26\],17.875
rf.registers\[15\]\[25\],17.86
rf.registers\[4\]\[29\],17.86
_2001_,17.84
rf.registers\[25\]\[31\],17.84
rf.registers\[28\]\[4\],17.84
_2078_,17.82
rf.registers\[4\]\[2\],17.82
_2148_,17.8
_2282_,17.8
